lastname,firstname,birthDate,zodiac
Rose,Pete,14-04-41,Aries
Rosenbaum,Thane,01-01-60,Capricorn
Rosenquist,James,29-11-33,Sagittarius
Rosenthal,Andrew,01-01-56,Capricorn
Ross,Dennis_B,26-11-48,Sagittarius
Ross,Wilbur_L_Jr,28-11-37,Sagittarius
Rossellini,Isabella,18-06-52,Gemini
Rossello,Pedro_J,05-04-44,Aries
Rossi,Dino,15-10-59,Libra
Rossini,Gioacchino,29-02-1792,Pisces
Rossotti,Charles_O,17-01-41,Capricorn
Rostenkowski,Dan,02-01-28,Capricorn
Rostropovich,Mstislav,27-03-27,Aries
Roth,Joe,13-06-48,Gemini
Roth,Philip,19-03-33,Pisces
Rothko,Mark,25-09-03,Libra
Roukema,Marge,19-09-29,Virgo
Rourke,Mickey,16-09-52,Virgo
Rove,Karl,25-12-50,Capricorn
Rowland,John_G,24-05-57,Gemini
Rowland,Patricia,24-05-57,Gemini
Rowley,Coleen,20-12-54,Sagittarius
Rowley,Cynthia,29-07-58,Leo
Rowling,J_K,31-07-65,Leo
Royal,Segolene,22-09-53,Virgo
Rubens,Peter_Paul,28-06-1577,Cancer
Rubin,Chanda,18-02-76,Aquarius
Rubin,James_P,01-01-60,Capricorn
Rubin,Robert_E,29-08-38,Virgo
Rudd,Paul,06-04-69,Aries
Rudd,Ricky,12-09-56,Virgo
Rudel,Julius,06-03-21,Pisces
Rudenstine,Neil_L,21-01-35,Aquarius
Rudin,Scott,14-07-58,Cancer
Rudnick,Paul,29-12-57,Capricorn
Rudolph,Eric_Robert,19-09-66,Virgo
Ruehl,Mercedes,28-02-48,Pisces
Ruff,Charles_F_C,01-08-39,Leo
Rugova,Ibrahim,02-12-44,Sagittarius
Ruiz_Massieu,Jose_Francisco,22-07-46,Cancer
Ruiz,John,04-01-72,Capricorn
Rusedski,Greg,06-09-73,Virgo
Rush,Geoffrey,06-07-51,Cancer
Rushdie,Salman,19-06-47,Gemini
Russell,David_O,20-08-58,Leo
Russert,Tim,07-05-50,Taurus
Russo,Patricia_F,12-06-52,Gemini
Rutan,Burt,17-06-43,Gemini
Ruth,George_Herman,06-02-1895,Aquarius
Ryan,George,24-02-34,Pisces
Ryan,Meg,19-11-61,Scorpio
Ryan,Nolan,31-01-47,Aquarius
Ryan,Rex,13-12-62,Sagittarius
Rybczynski,Witold,01-03-43,Pisces
Saakashvili,Mikheil,21-12-67,Sagittarius
Saarinen,Eero,20-08-10,Leo
Saatchi,Charles,09-06-43,Gemini
Saban,Haim,15-10-44,Libra
Sabathia,C_C,21-07-80,Cancer
Sabatini,Gabriela,16-05-70,Taurus
Sabbatini,Rory,02-04-76,Aries
Sabrin,Murray,21-12-46,Sagittarius
Sachs,Jeffrey_D,05-11-54,Scorpio
Sacks,Oliver,09-07-33,Cancer
,Sadat,Anwar_El-,25-12-18,Capricorn
,Sadr,Moktada_Al-,12-08-73,Leo
Safin,Marat,27-01-80,Aquarius
Safir,Howard,01-01-41,Capricorn
Safire,William,17-12-29,Sagittarius
Said,Edward_W,01-11-35,Scorpio
Saint,David,01-01-53,Capricorn
Salamon,Julie,10-07-53,Cancer
Salazar,Ken,02-03-55,Pisces
Sale,Jamie,21-04-77,Taurus
Saleh,Ali_Abdullah,21-03-42,Aries
Sales,Nykesha,10-05-76,Taurus
Salim,Mamdouh_Mahmud,01-01-58,Capricorn
Salinger,J_D,01-01-19,Capricorn
Salinger,Pierre,14-06-25,Gemini
Salonen,Esa-Pekka,30-06-58,Cancer
Salter,James,10-06-25,Gemini
Samaranch,Juan_Antonio,17-07-20,Cancer
Samper,Ernesto,03-08-50,Leo
Sampras,Pete,12-08-71,Leo
Samuelsson,Marcus,25-01-70,Aquarius
Sanchez_Vicario,Arantxa,18-12-71,Sagittarius
Sanchez,Loretta,07-01-60,Capricorn
Sanchez,Mark,11-11-86,Scorpio
Sander,Jil,27-11-43,Sagittarius
Sanders,Barry,16-07-68,Cancer
Sanders,Deion,09-08-67,Leo
Sandler,Adam,09-09-66,Virgo
Sanford,Mark,28-05-60,Gemini
Sanger,David_E,05-07-60,Cancer
Sankoh,Foday,17-10-37,Libra
Sanneh,Kelefa,01-01-75,Capricorn
Sante,Luc,25-05-54,Gemini
Santorum,Rick,10-05-58,Taurus
Sapp,Warren,19-12-72,Sagittarius
Saramago,Jose,16-11-22,Scorpio
Sarandon,Susan,04-10-46,Libra
Sarbanes,Paul_S,03-02-33,Aquarius
Sargent,John_Singer,12-01-1856,Capricorn
Sarkozy,Nicolas,28-01-55,Aquarius
Satcher,David,02-03-41,Pisces
Sather,Glen,02-09-43,Virgo
Savarese,Lou,14-07-65,Cancer
Sawallisch,Wolfgang,26-08-23,Virgo
Sawyer,Diane,22-12-45,Capricorn
Sayles,John,28-09-50,Libra
Scaasi,Arnold,01-01-31,Capricorn
Scalia,Antonin,11-03-36,Pisces
Schama,Simon,13-02-45,Aquarius
Schapiro,Mary_L,19-06-55,Gemini
Scheck,Barry,19-09-49,Virgo
Scheindlin,Shira_A,01-01-46,Capricorn
Schell,Orville,20-05-40,Taurus
Schembechler,Bo,01-04-29,Aries
Schiavo,Michael,03-12-63,Sagittarius
Schiavo,Terri,03-12-63,Sagittarius
Schickel,Richard,10-02-33,Aquarius
Schickele,Peter,17-07-35,Cancer
Schiele,Egon,12-06-1890,Gemini
Schiff,Andras,21-12-53,Sagittarius
Schilling,Curt,14-11-66,Scorpio
Schily,Otto,20-07-32,Cancer
Schlesinger,James_R,15-02-29,Aquarius
Schlessinger,Laura,16-01-47,Capricorn
Schlosser,Eric,17-08-59,Leo
Schmemann,Serge,12-04-45,Aries
Schmidt,Eric_E,27-04-55,Taurus
Schnittke,Alfred,24-11-34,Sagittarius
Schnitzler,Arthur,15-05-1862,Taurus
Schnyder,Patty,14-12-78,Sagittarius
Schoenberg,Arnold,13-09-1874,Virgo
Schoenfeld,Gerald,22-09-24,Virgo
Schott,Marge,18-08-28,Leo
Schottenheimer,Marty,23-09-43,Virgo
Schrader,Paul,22-07-46,Cancer
Schrager,Ian,19-07-46,Cancer
Schreiber,Liev,04-10-67,Libra
Schrempp,Jurgen_E,15-09-44,Virgo
Schubert,Franz,31-01-1797,Aquarius
Schulberg,Budd,27-03-14,Aries
Schulz,Bruno,12-07-1892,Cancer
Schwartz,John_Burnham,01-01-65,Capricorn
Schwarz,Alan,03-07-68,Cancer
Schwarz,Frederick_A_O_Jr,18-10-1836,Libra
Schwarz,Gerard,19-08-47,Leo
Schwarzenegger,Arnold,30-07-47,Leo
Schwarzman,Stephen_A,14-02-47,Aquarius
Schwerner,Michael,06-11-39,Scorpio
Scoppetta,Nicholas,01-01-32,Capricorn
Scorsese,Martin,17-11-42,Scorpio
Scott,A_O,10-07-66,Cancer
Scott,Campbell,19-07-61,Cancer
Scott,George_C,18-10-27,Libra
Scott,Richard_L,01-12-52,Sagittarius
Scott,Ridley,30-11-37,Sagittarius
Scott,Tony,21-06-44,Gemini
Scowcroft,Brent,19-03-25,Pisces
Scrushy,Richard_M,01-01-52,Capricorn
Seagal,Steven,10-04-52,Aries
Seaver,Tom,17-11-44,Scorpio
Sebelius,Kathleen,15-05-48,Taurus
Seda,Heriberto,31-07-67,Leo
Sedaris,David,26-12-56,Capricorn
Seeger,Pete,03-05-19,Taurus
Sehorn,Jason,15-04-71,Aries
Seidenberg,Ivan_G,10-12-46,Sagittarius
Seikaly,Rony,10-05-65,Taurus
Seinfeld,Jerry,29-04-54,Taurus
Seldes,Marian,23-08-28,Virgo
Seles,Monica,02-12-73,Sagittarius
Selig,Bud,30-07-34,Leo
Sellars,Peter,27-09-57,Libra
Selleck,Tom,29-01-45,Aquarius
Sen,Amartya,03-11-33,Scorpio
Sendak,Maurice,10-06-28,Gemini
Serkin,Peter,24-07-47,Leo
Serra,Richard,02-11-39,Scorpio
Seselj,Vojislav,11-10-54,Libra
Shaham,Gil,19-02-71,Pisces
Shaheen,Jeanne,28-01-47,Aquarius
Shakespeare,William,01-01-1564,Capricorn
Shakur,Tupac,16-06-71,Gemini
Shalikashvili,John_M,27-06-36,Cancer
Shalit,Gilad,28-08-86,Virgo
Shandling,Garry,29-11-49,Sagittarius
Shankar,Ravi,24-10-90,Scorpio
Shanker,Albert,14-09-28,Virgo
Shanley,John_Patrick,03-10-50,Libra
Shanley,Paul_R,25-01-31,Aquarius
Sharapova,Maria,19-04-87,Aries
Shargel,Gerald_L,05-10-44,Libra
Sharon,Ariel,26-02-28,Pisces
Shatner,William,22-03-31,Aries
Shawn,Wallace,12-11-43,Scorpio
Shear,Claudia,01-01-62,Capricorn
Shearer,Harry,23-12-43,Capricorn
Sheen,Martin,03-08-40,Leo
Sheffield,Gary,18-11-68,Scorpio
Sheikh,Ahmed_Omar,23-12-73,Capricorn
Shelby,Richard_C,06-05-34,Taurus
Sheng,Bright,06-12-55,Sagittarius
Shepard,Matthew,01-12-76,Sagittarius
Shepard,Sam,16-01-79,Capricorn
Sher,Bartlett,01-01-59,Capricorn
Sherman,Cindy,19-01-54,Capricorn
Sherr,Lynn,04-03-42,Pisces
Shields,Brooke,31-05-65,Gemini
Shields,Carol,02-06-35,Gemini
Shiller,Robert_J,29-03-46,Aries
Shinjo,Tsuyoshi,28-01-72,Aquarius
Shinseki,Eric_K,28-11-42,Sagittarius
Shockey,Jeremy,18-08-80,Leo
Short,Bobby,15-09-24,Virgo
Short,Martin,26-03-50,Aries
Shorter,Wayne,25-08-33,Virgo
Shortz,Will,26-08-52,Virgo
Shostakovich,Dmitri,25-09-06,Libra
Showalter,Buck,23-05-56,Gemini
Shreve,Anita,01-01-46,Capricorn
Shriver,Maria,06-11-55,Scorpio
Shula,Don,04-01-30,Capricorn
Shulman,Claire,23-02-26,Pisces
Shultz,George_P,13-12-20,Sagittarius
Shuster,Bud,23-01-32,Aquarius
Shyamalan,M_Night,06-08-70,Leo
Sibelius,Jean,08-12-1865,Sagittarius
Siegel,Norman,01-01-43,Capricorn
Sierra,Ruben,06-10-65,Libra
Sihanouk,Norodom,31-10-22,Scorpio
Sikharulidze,Anton,25-10-76,Scorpio
Silber,John_R,15-08-26,Leo
Silberman,Laurence_H,12-10-35,Libra
Sills,Beverly,25-05-29,Gemini
Silver,Ron,02-07-46,Cancer
Silver,Sheldon,13-02-44,Aquarius
Silverman,Sarah,01-12-70,Sagittarius
Silverstein,Larry_A,30-05-31,Gemini
Simic,Charles,09-05-38,Taurus
Simitis,Costas,23-06-36,Cancer
Simmons,Harold_C,13-05-31,Taurus
Simmons,Russell,04-10-57,Libra
Simms,Phil,03-11-54,Scorpio
Simon,Carly,25-06-45,Cancer
Simon,Neil,04-07-27,Cancer
Simon,Paul,13-10-41,Libra
Simons,Raf,12-01-68,Capricorn
Simpson,Alan_K,02-09-31,Virgo
Simpson,Jessica,10-07-80,Cancer
Simpson,Nicole_Brown,19-05-59,Taurus
Simpson,O_J,09-07-47,Cancer
Singer,Isaac_Bashevis,21-11-02,Scorpio
Singer,Peter,06-07-46,Cancer
Singh,Manmohan,26-09-32,Libra
Singh,Vijay,22-02-63,Pisces
Singleton,John,06-01-68,Capricorn
Sinise,Gary,17-03-55,Pisces
Sinopoli,Giuseppe,02-11-46,Scorpio
Sires,Albio,26-01-51,Aquarius
Sis,Peter,11-05-49,Taurus
,Sistani,Ali_Al-,04-08-30,Leo
Sittenfeld,Curtis,01-01-75,Capricorn
Skelos,Dean_G,16-02-48,Aquarius
Skilling,Jeffrey_K,25-11-53,Sagittarius
Slaney,Mary_Decker,04-08-58,Leo
Slatalla,Michelle,01-01-61,Capricorn
Slater,Christian,18-08-69,Leo
Slater,Lauren,21-03-63,Aries
Slater,Rodney_E,23-02-55,Pisces
Slaughter,Louise_M,14-08-29,Leo
Slepian,Barnett_A,21-10-46,Libra
Slim_Helu,Carlos,28-01-40,Aquarius
Smart,Elizabeth_Ann,03-11-87,Scorpio
Smiley,Jane,26-09-49,Libra
Smith,Emmitt,15-05-69,Taurus
Smith,Kevin,02-08-70,Leo
Smith,Kiki,18-01-54,Capricorn
Smith,Maggie,28-12-34,Capricorn
Smith,Ozzie,26-12-54,Capricorn
Smith,Patti,30-12-46,Capricorn
Smith,Richard_Norton,01-01-53,Capricorn
Smith,Tubby,30-06-51,Cancer
Smith,Will,25-09-68,Libra
Smits,Jimmy,09-07-55,Cancer
Smoltz,John,15-05-67,Taurus
Snipes,Wesley,31-07-62,Leo
Snow,John_W,02-08-39,Leo
Snow,Tony,01-06-55,Gemini
Snowe,Olympia_J,21-02-47,Pisces
Snyder,Leslie_Crocker,01-01-42,Capricorn
Soderbergh,Steven,14-01-63,Capricorn
Sojo,Luis,03-01-66,Capricorn
Solomon,Andrew,30-10-63,Scorpio
Solondz,Todd,15-10-59,Libra
Solti,Georg,21-10-12,Libra
Solzhenitsyn,Aleksandr_I,11-12-18,Sagittarius
Sondheim,Stephen,22-03-30,Aries
Sontag,Susan,16-01-33,Capricorn
Sorel,Edward,26-03-29,Aries
Sorensen,Theodore_C,08-05-28,Taurus
Sorenstam,Annika,09-10-70,Libra
Soriano,Alfonso,07-01-76,Capricorn
Sorkin,Aaron,09-06-61,Gemini
Sorkin,Andrew_Ross,19-02-77,Pisces
Soros,George,12-08-30,Leo
Sorrell,Martin,14-02-45,Aquarius
Sorvino,Mira,28-09-67,Libra
Sosa,Sammy,12-11-68,Scorpio
Sotomayor,Javier,13-10-67,Libra
Sotomayor,Sonia,25-06-54,Cancer
Souter,David_H,17-09-39,Virgo
Soyinka,Wole,13-07-34,Cancer
Spacek,Sissy,25-12-49,Capricorn
Spacey,Kevin,26-07-59,Leo
Spade,Kate,24-12-62,Capricorn
Spano,Andrew_J,17-04-36,Aries
Spano,Nicholas_A,01-01-53,Capricorn
Spano,Robert,07-05-61,Taurus
Spark,Muriel,01-02-18,Aquarius
Sparks,Phillippi,15-04-69,Aries
Spears,Britney,02-12-81,Sagittarius
Specter,Arlen,12-02-30,Aquarius
Specter,Michael,01-01-55,Capricorn
Spector,Phil,26-12-39,Capricorn
Spellings,Margaret,30-11-57,Sagittarius
Spencer,Shane,20-02-72,Pisces
Sperling,Gene,24-12-58,Capricorn
Speyer,Jerry_I,23-06-40,Cancer
Spiegelman,Art,15-02-48,Aquarius
Spielberg,Steven,18-12-46,Sagittarius
Spitz,Mark,10-02-50,Aquarius
Spitzer,Eliot_L,10-06-59,Gemini
Spock,Benjamin,02-05-03,Taurus
Sprewell,Latrell,08-09-70,Virgo
Springer,Jerry,13-08-44,Leo
Springsteen,Bruce,23-09-49,Virgo
Sprizzo,John_E,23-12-34,Capricorn
Spurrier,Steve,20-04-45,Aries
Stalin,Joseph,18-12-1878,Sagittarius
Stallone,Sylvester,06-07-46,Cancer
Stanford,Robert_Allen,24-03-50,Aries
Stanley,Alessandra,01-01-0003,Capricorn
Staples,Brent,01-01-51,Capricorn
Stapleton,Jean,19-01-23,Capricorn
Starck,Philippe,18-01-49,Capricorn
Starr,Kenneth_W,21-07-46,Cancer
Starr,Ringo,07-07-40,Cancer
Steenburgen,Mary,08-02-53,Aquarius
Steichen,Edward,27-03-1879,Aries
Stein,Ben,25-11-44,Sagittarius
Stein,Gertrude,03-02-1874,Aquarius
Steinbeck,John,27-02-02,Pisces
Steinberg,Joel_B,25-05-41,Gemini
Steinem,Gloria,25-03-34,Aries
Steinfels,Peter,01-01-41,Capricorn
Steinhardt,Michael_H,07-12-40,Sagittarius
Stella,Frank,12-05-36,Taurus
Stepashin,Sergei_V,02-03-52,Pisces
Stephanopoulos,George,10-02-61,Aquarius
Stern,David,22-09-42,Virgo
Stern,Fritz,02-02-26,Aquarius
Stern,Gerald,22-02-25,Pisces
Stern,Henry_J,01-05-35,Taurus
Stern,Howard,12-01-54,Capricorn
Stern,Isaac,21-07-20,Cancer
Stern,Robert_A_M,23-05-39,Gemini
Sternberg,Robert_J,08-12-49,Sagittarius
Stevens,John_Paul,20-04-20,Aries
Stevens,Scott,01-04-64,Aries
Stevens,Ted,18-11-23,Scorpio
Stevenson,Alexandra,15-12-80,Sagittarius
Stewart,James_B,01-01-52,Capricorn
Stewart,Jon,28-11-62,Sagittarius
Stewart,Kordell,16-10-72,Libra
Stewart,Lynne_F,08-10-39,Libra
Stewart,Martha,03-08-41,Leo
Stewart,Patrick,13-07-40,Cancer
Stewart,Payne,30-01-57,Aquarius
Stewart,Tony,20-05-71,Taurus
Stieglitz,Alfred,01-01-1864,Capricorn
Stiglitz,Joseph_E,09-02-43,Aquarius
Stiller,Ben,30-11-65,Sagittarius
Stockton,John,26-03-62,Aries
Stoiber,Edmund,28-09-41,Libra
Stoltzman,Richard,12-07-42,Cancer
Stone,Edward_Durell,09-03-02,Pisces
Stone,Matt,26-05-71,Gemini
Stone,Oliver,15-09-46,Virgo
Stone,Peter,27-02-30,Pisces
Stone,Sharon,10-03-58,Pisces
Stonecipher,Harry_C,16-05-36,Taurus
Stoops,Bob,06-09-60,Virgo
Stoppard,Tom,03-07-37,Cancer
Stottlemyre,Mel,13-11-41,Scorpio
Stowe,Harriet_Beecher,14-06-1811,Gemini
Strahan,Michael,21-11-71,Scorpio
Strathairn,David,26-01-49,Aquarius
Strauss,Neil,09-03-69,Pisces
Strauss,Richard,11-06-1864,Gemini
Strauss-Kahn,Dominique,25-04-49,Taurus
Stravinsky,Igor,17-06-1882,Gemini
Straw,Jack,03-08-46,Leo
Strawberry,Darryl,12-03-62,Pisces
Streep,Meryl,22-06-49,Cancer
Street,John_F,15-10-43,Libra
Street,Picabo,03-04-71,Aries
Streisand,Barbra,24-04-42,Taurus
Strindberg,August,22-01-1849,Aquarius
Stringer,C_Vivian,16-03-48,Pisces
Stringer,Howard,19-02-42,Pisces
Stringer,Korey,08-05-74,Taurus
Stringer,Scott_M,29-04-60,Taurus
Stritch,Elaine,02-02-25,Aquarius
Stroman,Susan,17-10-54,Libra
Strouse,Jean,01-01-45,Capricorn
Strum,Charles,01-01-48,Capricorn
Strunsky,Steve,01-01-23,Capricorn
Sturges,Preston,29-08-1898,Virgo
Styne,Jule,31-12-05,Capricorn
Styron,William,11-06-25,Gemini
Sukarnoputri,Megawati,23-01-47,Aquarius
Sullivan,Andrew,10-08-63,Leo
Sullivan,Arthur_S,13-05-1842,Taurus
Sullivan,Daniel,10-06-40,Gemini
Sullivan,Emmet_G,01-01-47,Capricorn
Sullivan,Kathleen_M,20-08-55,Leo
Sulzberger,Arthur_Ochs,05-02-26,Aquarius
Summerall,Pat,10-05-30,Taurus
Summers,Lawrence_H,30-11-54,Sagittarius
Sunstein,Cass_R,21-09-54,Virgo
Sununu,John_E,10-09-64,Virgo
Suozzi,Thomas_R,31-08-62,Virgo
Suskind,Ron,20-11-59,Scorpio
Sutherland,Joan,07-11-26,Scorpio
Sutherland,Kiefer,21-12-66,Sagittarius
Sutton,Hal,28-04-58,Taurus
Suzuki,Ichiro,22-10-73,Libra
Swados,Elizabeth,05-02-51,Aquarius
Swank,Hilary,12-07-74,Cancer
Sweet,Robert_W,15-10-22,Libra
Swenson,Ruth_Ann,25-08-59,Virgo
Swinton,Tilda,05-11-60,Scorpio
Switzer,Barry,05-10-37,Libra
Sykora,Petr,19-10-76,Libra
Symington,Fife,12-08-45,Leo
Taft,Bob,08-01-42,Capricorn
Talabani,Jalal,12-11-33,Scorpio
Talbott,Strobe,25-04-46,Taurus
Talese,Gay,07-02-32,Aquarius
Tan,Amy,19-02-52,Pisces
Tancredo,Tom,20-12-45,Sagittarius
Tandy,Jessica,07-06-09,Gemini
Tankleff,Martin,29-08-71,Virgo
Tarantino,Quentin,27-03-63,Aries
Tarkanian,Jerry,08-08-30,Leo
Tarses,Jamie,16-03-64,Pisces
Tartikoff,Brandon,13-01-49,Capricorn
Taruskin,Richard,01-01-45,Capricorn
Tate,Lionel,30-01-87,Aquarius
Taubman,A_Alfred,31-01-24,Aquarius
Tauzin,Billy,14-06-43,Gemini
Taylor,Elizabeth,27-02-32,Pisces
Taylor,James,12-03-48,Pisces
Taylor,Lawrence,04-02-59,Aquarius
Taylor,Sean,01-04-83,Aries
Taymor,Julie,15-12-52,Sagittarius
Tchaikovsky,Peter_Ilyich,07-05-1840,Taurus
Teachout,Terry,06-02-56,Aquarius
Tebow,Tim,14-08-87,Leo
Teixeira,Mark,11-04-80,Aries
Telfair,Sebastian,09-06-85,Gemini
Teller,Edward,15-01-08,Capricorn
Temirkanov,Yuri,10-12-38,Sagittarius
Tenet,George_J,05-01-53,Capricorn
Terfel,Bryn,09-11-65,Scorpio
Tergat,Paul,17-06-69,Gemini
Terkel,Studs,16-05-12,Taurus
Testaverde,Vinny,13-11-63,Scorpio
Tetzlaff,Christian,24-04-66,Taurus
Thain,John_A,26-05-55,Gemini
Tharoor,Shashi,09-03-58,Pisces
Tharp,Twyla,01-07-41,Cancer
Thatcher,Margaret_H,13-10-25,Libra
Theron,Charlize,07-08-75,Leo
Theroux,Paul,10-04-41,Aries
Thibaudet,Jean-Yves,07-09-61,Virgo
Thomas,Clarence,23-06-48,Cancer
Thomas,Isiah,20-04-61,Aries
Thomas,Michael_Tilson,21-12-44,Sagittarius
Thomason,Harry,01-01-40,Capricorn
Thome,Jim,27-08-70,Virgo
Thompson,Emma,15-04-59,Aries
Thompson,Fred_Dalton,19-08-42,Leo
Thompson,Hunter_S,18-07-37,Cancer
Thompson,Jenny,26-02-73,Pisces
Thompson,Tommy_G,19-11-41,Scorpio
Thomson,Virgil,25-11-1896,Sagittarius
Thoreau,Henry_David,12-07-1817,Cancer
Thorn,Rod,23-05-41,Gemini
Thornton,Billy_Bob,04-08-55,Leo
Thorpe,Ian,13-10-82,Libra
Thurber,James,08-12-1894,Sagittarius
Thurman,Uma,29-04-70,Taurus
Thurmond,Strom,05-12-02,Sagittarius
Thurow,Lester_C,01-01-38,Capricorn
Tietmeyer,Hans,18-08-31,Leo
Tiffany,Louis_Comfort,18-02-1848,Aquarius
Tilghman,Shirley_M,17-09-46,Virgo
Tiller,George_R,08-08-41,Leo
Tillman,Pat,06-11-76,Scorpio
Tilton,Glenn_F,01-01-48,Capricorn
Timberlake,Justin,31-01-81,Aquarius
Tisch,Laurence_A,05-03-23,Pisces
Tobias,Andrew,20-04-47,Aries
Toibin,Colm,30-05-55,Gemini
Toledo,Alejandro,28-03-45,Aries
Tolkien,J_R_R,03-01-1892,Capricorn
Tolstoy,Leo,09-09-1828,Virgo
Tomei,Marisa,04-12-64,Sagittarius
Tomjanovich,Rudy,24-11-48,Sagittarius
Tomlin,Lily,01-09-39,Virgo
Toms,David,04-01-67,Capricorn
Toner,Robin,22-05-54,Gemini
Toomer,Amani,08-09-74,Virgo
Torn,Rip,06-02-31,Aquarius
Torre,Joe,18-07-40,Cancer
Torres,Dara,15-04-67,Aries
Torricelli,Robert_G,27-08-51,Virgo
Toussaint,Roger,01-01-56,Capricorn
Towns,Edolphus,21-07-34,Cancer
Townsend,Kathleen_Kennedy,04-07-51,Cancer
Townshend,Pete,19-05-45,Taurus
Trachsel,Steve,31-10-70,Scorpio
Tracy,Paul,17-12-68,Sagittarius
Traficant,James_A_Jr,01-05-41,Taurus
Trager,David_G,23-12-37,Capricorn
Trajkovski,Boris,25-06-56,Cancer
Traub,James,01-01-54,Capricorn
Travolta,John,18-02-54,Aquarius
Trevi,Gloria,15-02-68,Aquarius
Trevor,William,24-05-28,Gemini
Tribe,Laurence_H,10-10-41,Libra
Trichet,Jean-Claude,20-12-42,Sagittarius
Trillin,Calvin,05-12-35,Sagittarius
Trinidad,Felix,10-01-73,Capricorn
Tripp,Linda_R,24-11-49,Sagittarius
Trollope,Anthony,24-04-1815,Taurus
Trotter,Charlie,08-09-59,Virgo
Trottier,Bryan,17-07-56,Cancer
Trudeau,Garry,21-07-48,Cancer
Truman,Harry_S,08-05-1884,Taurus
Truscott,Alan,16-04-25,Aries
Tshisekedi,Etienne,14-12-32,Sagittarius
Tsongas,Paul_E,14-02-41,Aquarius
Tsvangirai,Morgan,10-03-52,Pisces
Tua,David,21-11-72,Scorpio
Tucci,Stanley,11-11-60,Scorpio
Tucker,Jim_Guy,13-06-43,Gemini
Tucker,Karla_Faye,18-11-59,Scorpio
Tunick,Spencer,01-01-67,Capricorn
Turner,Joseph_Mallord_William,23-04-1775,Taurus
Turner,Kathleen,19-06-54,Gemini
Turner,Ted,19-11-38,Scorpio
Turow,Scott,12-04-49,Aries
Turrell,James,06-05-43,Taurus
Turturro,John,28-02-57,Pisces
Tutu,Desmond_M,07-10-31,Libra
Twain,Shania,28-08-65,Virgo
Tyler,Anne,25-10-41,Scorpio
Tyler,Patrick_E,06-11-51,Scorpio
Tymoshenko,Yulia_V,27-11-60,Sagittarius
Tyson,Mike,30-06-66,Cancer
Uchida,Mitsuko,20-12-48,Sagittarius
Uchitelle,Louis,21-03-32,Aries
Uggams,Leslie,25-05-43,Gemini
Uhry,Alfred,03-12-36,Sagittarius
Ullman,Tracey,30-12-59,Capricorn
Ullmann,Liv,16-12-38,Sagittarius
Ullrich,Jan,02-12-73,Sagittarius
Updike,John,18-03-32,Pisces
Upshaw,Dawn,17-07-60,Cancer
Upshaw,Gene,15-08-45,Leo
Uribe,Alvaro,04-07-52,Cancer
Vacco,Dennis_C,16-08-52,Leo
Vajpayee,Atal_Bihari,25-12-24,Capricorn
Valenti,Jack,05-09-21,Virgo
Valentine,Bobby,13-05-50,Taurus
van_Gelder,Lawrence,01-01-33,Capricorn
van_Gogh,Vincent,30-03-1853,Aries
Van_Gundy,Jeff,19-01-62,Capricorn
van_Horn,Keith,23-10-75,Libra
van_Miert,Karel,17-01-42,Capricorn
van_Noten,Dries,12-05-58,Taurus
van_Sant,Gus,24-07-52,Leo
Vanbiesbrouck,John,04-09-63,Virgo
Vanska,Osmo,28-02-53,Pisces
Varian,Hal_R,18-03-47,Pisces
Varnedoe,Kirk,18-01-46,Capricorn
Vaughn,Mo,15-12-67,Sagittarius
Vaux,Calvert,20-12-1824,Sagittarius
Vazquez,Javier,25-07-76,Leo
Vecsey,George,04-07-39,Cancer
Vedrine,Hubert,31-07-47,Leo
Vega,Suzanne,11-07-59,Cancer
Velazquez,Nydia_M,28-03-53,Aries
Velella,Guy_J,25-09-44,Libra
Veloso,Caetano,07-08-42,Leo
Veneman,Ann_M,29-06-49,Cancer
Venter,J_Craig,14-10-46,Libra
Ventura,Jesse,15-07-39,Cancer
Ventura,Robin,14-07-67,Cancer
Verdi,Giuseppe,10-10-1813,Libra
Verdon,Gwen,13-01-25,Capricorn
Vermeer,Jan,31-10-1632,Scorpio
Vermeil,Dick,30-10-36,Scorpio
Verniero,Peter_G,30-04-59,Taurus
Verplank,Scott,09-07-64,Cancer
Versace,Gianni,02-12-46,Sagittarius
Vesco,Robert_L,04-12-35,Sagittarius
Vick,Michael,26-06-80,Cancer
Vidal,Gore,03-10-25,Libra
Vieira_de_Mello,Sergio,15-03-48,Pisces
Vieira,Meredith,30-12-53,Capricorn
Vilar,Alberto_W,04-10-40,Libra
Villaraigosa,Antonio,23-01-53,Aquarius
Villella,Edward,01-10-36,Libra
Vilsack,Tom,12-12-50,Sagittarius
Vincent,Fay,29-05-38,Gemini
Vinoly,Rafael,01-01-44,Capricorn
Viola,Bill,01-01-51,Capricorn
Vitaliano,Eric_N,27-02-48,Pisces
Vitter,David,03-05-61,Taurus
Vivaldi,Antonio,04-03-1678,Pisces
Vogel,Paula,16-11-51,Scorpio
Voight,Jon,29-12-38,Capricorn
Voigt,Deborah,04-08-60,Leo
Volcker,Paul_A,05-09-27,Virgo
von_Essen,Thomas,01-01-45,Capricorn
von_Furstenberg,Diane,31-12-46,Capricorn
von_Otter,Anne_Sofie,09-05-55,Taurus
von_Trier,Lars,30-04-56,Taurus
Vongerichten,Jean-Georges,01-01-57,Capricorn
Vonnegut,Kurt,11-11-22,Scorpio
